Word,Value,Tweet_id
faggots,0.4126948182498927,13443541_gab
kill,0.13100059460268534,13443541_gab
everyone,0.10539814537631217,13443541_gab
exposed,0.06749873231674561,13443541_gab
who,0.06550277538772863,13443541_gab
evil,0.061022484340380934,13443541_gab
here,0.04739506808199166,13443541_gab
was,-0.0417529917287655,13443541_gab
word,0.03833629231703945,13443541_gab
to,-0.037579376424718064,13443541_gab
so,0.0351190298034027,13443541_gab
a,0.02988263737372379,13443541_gab
freeing,-0.027774668232555103,13443541_gab
later,-0.02756253892648268,13443541_gab
shooters,0.02672061436133169,13443541_gab
girl,0.025065327793626496,13443541_gab
that,0.020762169806496384,13443541_gab
use,-0.017850898079455824,13443541_gab
days,-0.011836620525722668,13443541_gab
multiple,0.002491840514206147,13443541_gab
this,-0.0170223279593664,1095376480274735105_twitter
fucking,0.010288226965653735,1095376480274735105_twitter
i,-0.008334083544710718,1095376480274735105_twitter
hate,0.0040274735487215415,1095376480274735105_twitter
game,-0.0002790283616849088,1095376480274735105_twitter
hahaha,-0.004244733879807528,1146008465581547521_twitter
dumb,0.002465113845263232,1146008465581547521_twitter
bitch,0.0017783659133453285,1146008465581547521_twitter
blocked,0.0017310611217925492,1146008465581547521_twitter
me,0.001038824958239997,1146008465581547521_twitter
user,-0.0006383453527245956,1146008465581547521_twitter
thee,0.0016691572313609867,24752762_gab
amendment,0.0013011831594456425,24752762_gab
first,-0.0011009291515048304,24752762_gab
and,0.0007591901395902579,24752762_gab
me,-0.0006389862007269569,24752762_gab
speech,-0.0003694250853581182,24752762_gab
not,-0.00034573689101577833,24752762_gab
our,-0.00034299391616898057,24752762_gab
their,-0.0003199281102761256,24752762_gab
is,-0.00027783371790649874,24752762_gab
for,0.00021912582978564097,24752762_gab
violence,5.1495291907709065e-05,24752762_gab
jews,0.0548350395364215,22456269_gab
criticized,-0.044776265086689686,22456269_gab
but,0.01034198242806068,22456269_gab
paul,0.010260045051449151,22456269_gab
nehlen,-0.003946281983568259,22456269_gab
tho,0.0018704597581361004,22456269_gab
invaders,0.010015918656629959,9727340_gab
family,0.005183406613491598,9727340_gab
hostile,0.004980985471447339,9727340_gab
white,0.004763020925263784,9727340_gab
right,0.004688296378588435,9727340_gab
our,0.003954574077674258,9727340_gab
families,-0.0039029282389627957,9727340_gab
tyranny,0.0036308668532955483,9727340_gab
far,0.003349401550910568,9727340_gab
up,0.0023565944624246125,9727340_gab
freedom,0.0022487773495443422,9727340_gab
protect,0.002130950802146672,9727340_gab
to,0.002129008204040414,9727340_gab
from,0.0019931980625043184,9727340_gab
term,0.0017549833729984042,9727340_gab
who,-0.0016959154422167965,9727340_gab
used,-0.0015301606057715347,9727340_gab
a,-0.001429256482742288,9727340_gab
is,0.0008737321753030442,9727340_gab
immigrants,0.0004770318172278213,9727340_gab
jews,0.30538903406735207,27478936_gab
will,0.12816046622721594,27478936_gab
tommy,0.11601724869046783,27478936_gab
holocaust,0.0988742278041838,27478936_gab
jew,0.07421136899270066,27478936_gab
the,0.06509970769957636,27478936_gab
good,0.04743163953202309,27478936_gab
their,0.04206949567685568,27478936_gab
its,-0.03160934617202847,27478936_gab
if,0.0280709474913033,27478936_gab
of,0.027515706652122256,27478936_gab
bye,-0.024776650001143218,27478936_gab
one,-0.019971144534291843,27478936_gab
own,0.012446135585133458,27478936_gab
for,0.006150743926306667,27478936_gab
honky,0.0021080714021338913,10068208_gab
yesterday,-0.0014325066574120207,10068208_gab
city,-0.0013723972263743277,10068208_gab
the,-0.001370826314491495,10068208_gab
is,-0.0013664282563829885,10068208_gab
user,-0.0012374522358212794,10068208_gab
truly,-0.0011472912550578931,10068208_gab
league,-0.0010220780920077424,10068208_gab
ball,0.0010182217738736704,10068208_gab
see,-0.0009263569287665886,10068208_gab
with,-0.0008963501934312061,10068208_gab
a,-0.0008756769351233709,10068208_gab
kids,0.0008093257104138385,10068208_gab
minor,-0.0007976996465726312,10068208_gab
baseball,-0.000738450021876517,10068208_gab
i,0.0005618182769814562,10068208_gab
as,-0.0005261863673765388,10068208_gab
went,-0.0004160996622792202,10068208_gab
black,-0.0004020604950281035,10068208_gab
eye,0.0002876146727273444,10068208_gab
jews,0.10119970017648604,12861638_gab
pakis,0.05830113080049482,12861638_gab
koreans,0.05385078917232361,12861638_gab
indians,0.050826065209431344,12861638_gab
all,0.047431752775615135,12861638_gab
americans,-0.04377474100875741,12861638_gab
mulatos,0.038772094911365185,12861638_gab
asians,0.03858348262398427,12861638_gab
enemies,0.03857383596659233,12861638_gab
chinese,-0.036106091393222385,12861638_gab
spanish,0.031124859848052785,12861638_gab
arabs,0.030197049194436873,12861638_gab
hapas,-0.03004134107645045,12861638_gab
even,0.028841705836434646,12861638_gab
partially,0.026625968976546524,12861638_gab
central,-0.026238376132568957,12861638_gab
east,0.02543907377346926,12861638_gab
maybe,-0.017253381413392013,12861638_gab
any,0.01363726519958429,12861638_gab
italians,0.01204407602183516,12861638_gab
muslims,0.07762461091613385,1248575708726792192_twitter
the,0.050644371531129904,1248575708726792192_twitter
eating,0.03690439259170042,1248575708726792192_twitter
fish,0.034732800223768005,1248575708726792192_twitter
evil,0.03466341324833038,1248575708726792192_twitter
who,0.028914548342880035,1248575708726792192_twitter
one,0.025633480224398226,1248575708726792192_twitter
is,-0.021294701443816077,1248575708726792192_twitter
towards,0.01996751814856845,1248575708726792192_twitter
hatred,0.019142172406727713,1248575708726792192_twitter
of,-0.016431357915586732,1248575708726792192_twitter
his,0.008787814277578297,1248575708726792192_twitter
just,0.006366559618047894,1248575708726792192_twitter
modi,0.005788293086616073,1248575708726792192_twitter
because,-0.005694808941098506,1248575708726792192_twitter
indiashatevirus,0.004278331431696521,1248575708726792192_twitter
faggot,0.10766149353603656,1179090464290611201_twitter
gang,0.09496203927283758,1179090464290611201_twitter
user,-0.056956794398925356,1179090464290611201_twitter
a,0.0517028557584292,1179090464290611201_twitter
haha,-0.048112374843935525,1179090464290611201_twitter
tj3,-0.04150253579695018,1179090464290611201_twitter
made,-0.04010618234903768,1179090464290611201_twitter
imagine,0.03427490142460775,1179090464290611201_twitter
environment,0.019872070181463034,1179090464290611201_twitter
vy,-0.014912743057904089,1179090464290611201_twitter
liking,-0.008156120095115385,1179090464290611201_twitter
not,0.004424178173386682,1179090464290611201_twitter
muslim,0.07995262833943197,9560440_gab
to,-0.041062989512303825,9560440_gab
refugees,0.03439288555727671,9560440_gab
clooney,0.03247750804359789,9560440_gab
is,-0.03222087819812063,9560440_gab
moving,-0.025728163812167984,9560440_gab
he,0.024054548953871605,9560440_gab
uk,0.020803130209813954,9560440_gab
on,0.019411930086164566,9560440_gab
poland,0.018153906570852286,9560440_gab
move,-0.017593878220505777,9560440_gab
will,0.014189557198238395,9560440_gab
where,0.013708903613268299,9560440_gab
the,0.012410868649491235,9560440_gab
so,0.010666887928616534,9560440_gab
open,0.010141446499120604,9560440_gab
borders,0.009591203103018846,9560440_gab
not,-0.005730734856718789,9560440_gab
maybe,-0.004616867707574125,9560440_gab
have,-0.0009976811162922257,9560440_gab
rats,0.21086858616317466,1480557_gab
ghetto,0.20363382419348522,1480557_gab
so,0.08697844690704438,1480557_gab
season,-0.07190395140140911,1480557_gab
they,0.0686658497574805,1480557_gab
next,0.060784140504324666,1480557_gab
start,0.0516156566655601,1480557_gab
try,0.05056709635270616,1480557_gab
riot,0.04952954092575971,1480557_gab
living,0.04609302275646053,1480557_gab
in,-0.04522842960895224,1480557_gab
hunting,0.043579339483784924,1480557_gab
do,-0.042787907190497854,1480557_gab
country,0.037604039169712056,1480557_gab
deep,0.034128796397516786,1480557_gab
of,0.03318347812050228,1480557_gab
the,-0.032392969999072235,1480557_gab
kinda,-0.021760336537886647,1480557_gab
i,-0.02164370389246065,1480557_gab
get,-0.019076099812293627,1480557_gab
user,-0.0016573828666184163,5399581_gab
still,-0.0011434739604980872,5399581_gab
loving,-0.0010812458664346612,5399581_gab
too,0.0009835929599372414,5399581_gab
a,-0.000926730054055725,5399581_gab
dressed,-0.0009110323588933306,5399581_gab
were,-0.0008849879603025711,5399581_gab
0,-0.0008277671182005326,5399581_gab
man,-0.000798060278882643,5399581_gab
wonderful,-0.0006851589005671037,5399581_gab
wwii,-0.0006807162710014553,5399581_gab
like,-0.0006743841293390552,5399581_gab
would,0.0006255309531879322,5399581_gab
to,-0.0005985197072719808,5399581_gab
ladies,0.0005474181885805709,5399581_gab
2,-0.0005052936566767975,5399581_gab
late,-0.00048182011316244067,5399581_gab
in,-0.00044995014944189724,5399581_gab
the,-0.00040809130705741765,5399581_gab
9,-0.00026522092749402823,5399581_gab
kike,0.6645404354519465,21726323_gab
spic,0.0877145442940838,21726323_gab
suck,0.07417237406846831,21726323_gab
even,0.050346522106578404,21726323_gab
moonman,0.03422102323086036,21726323_gab
fuentes,-0.03350295802331642,21726323_gab
dick,0.03048539623500194,21726323_gab
ya,-0.02647833456922223,21726323_gab
are,-0.02159531317981739,21726323_gab
more,0.012600701348704633,21726323_gab
fake,0.012583164162558592,21726323_gab
that,0.012271987089382246,21726323_gab
you,-0.008877252310991412,21726323_gab
ass,-0.005708809348085225,21726323_gab
not,-0.005180033703552023,21726323_gab
white,0.004986360344238584,21726323_gab
fucking,0.003319489001919733,21726323_gab
nigger,0.8053717993727048,14835583_gab
that,0.030570402606785802,14835583_gab
ago,0.01780824313989726,14835583_gab
pack,0.01706301153478442,14835583_gab
out,0.013443981318744696,14835583_gab
