,Id,Similarity
0,21726323_gab,0.3333333333333333
1,14835583_gab,1.0
2,27251442_gab,1.0
3,11133060_gab,0.3333333333333333
4,25665650_gab,1.0
5,1179078045132414976_twitter,0.0
6,20893287_gab,0.0
7,25516280_gab,1.0
8,3168947_gab,0.41379310344827586
9,27872681_gab,0.3333333333333333
10,24549535_gab,1.0
11,1178771153156018176_twitter,0.2
12,25847294_gab,0.3333333333333333
13,17821245_gab,1.0
14,6453946_gab,0.59375
15,11474597_gab,1.0
16,1178941622815526912_twitter,0.3333333333333333
17,11272788_gab,0.3333333333333333
18,8968572_gab,1.0
19,17973079_gab,1.0
20,8210379_gab,0.0
21,21209515_gab,0.5
22,1178749717003558912_twitter,0.0
23,7711217_gab,0.0
24,17397697_gab,1.0
25,9827968_gab,0.5
26,11580960_gab,0.3333333333333333
27,2859820_gab,0.14285714285714285
28,6893433_gab,0.14285714285714285
29,25355082_gab,1.0
30,14877373_gab,0.3333333333333333
31,22545451_gab,0.2
32,27162115_gab,0.2
33,17965117_gab,0.2
34,22669058_gab,0.0
35,25551077_gab,0.3333333333333333
36,16752837_gab,1.0
37,15968656_gab,1.0
38,20872466_gab,0.0
39,12168951_gab,0.2
40,1178783419188174848_twitter,0.0
41,11657882_gab,0.0
42,23964065_gab,0.2
43,16056333_gab,1.0
44,22971068_gab,0.0
45,14046032_gab,1.0
46,17964759_gab,0.2
47,9814962_gab,0.07692307692307693
48,25030808_gab,0.6
49,17524279_gab,1.0
50,1472569_gab,1.0
51,22341093_gab,1.0
52,11800714_gab,0.3333333333333333
53,2892220_gab,1.0
54,1178773239566405633_twitter,0.0
55,10060746_gab,0.3333333333333333
56,2372101_gab,1.0
57,19090207_gab,1.0
58,14265205_gab,0.3333333333333333
59,1178311052062277634_twitter,0.0
60,14269466_gab,0.1111111111111111
61,17825834_gab,0.3333333333333333
62,19513796_gab,1.0
63,13338889_gab,0.3333333333333333
64,18211625_gab,1.0
65,22771907_gab,1.0
66,18538260_gab,1.0
67,20151499_gab,1.0
68,13500230_gab,0.42857142857142855
69,23956986_gab,0.3333333333333333
70,13261438_gab,1.0
71,1179043779354882049_twitter,1.0
72,19406744_gab,0.0
73,17034621_gab,0.15789473684210525
74,23383427_gab,1.0
75,21603448_gab,0.25
76,14408681_gab,0.0
77,26107989_gab,1.0
78,16350214_gab,0.3333333333333333
79,18837400_gab,0.3333333333333333
80,18744398_gab,0.3333333333333333
81,19840172_gab,1.0
82,15025367_gab,1.0
83,25629260_gab,0.3333333333333333
84,19410887_gab,1.0
85,21838010_gab,1.0
86,4120470_gab,0.0
87,16866274_gab,1.0
88,5390438_gab,0.25
89,20120250_gab,1.0
90,17615865_gab,1.0
91,21611117_gab,0.3333333333333333
92,15782348_gab,0.2
93,25267753_gab,0.0
94,18230837_gab,0.3333333333333333
95,25706209_gab,1.0
96,21735535_gab,1.0
97,17013950_gab,0.3333333333333333
98,17179582_gab,1.0
99,21547300_gab,1.0
100,1179014962741743616_twitter,1.0
101,21357074_gab,0.3333333333333333
102,24844856_gab,1.0
103,23801279_gab,0.6666666666666666
104,11534429_gab,0.5
105,22088852_gab,0.1111111111111111
106,14035101_gab,1.0
107,27944432_gab,0.3333333333333333
108,13797010_gab,0.3333333333333333
109,14987108_gab,0.0
110,25733215_gab,0.0
111,22107142_gab,1.0
112,24402010_gab,1.0
113,16935519_gab,0.3333333333333333
114,24133934_gab,1.0
115,26030631_gab,1.0
116,24867691_gab,0.7142857142857143
117,21342377_gab,1.0
118,2958188_gab,1.0
119,1179089592819032069_twitter,0.5
120,21929907_gab,1.0
121,11756798_gab,0.0
122,16147501_gab,0.2
123,13489643_gab,0.25
124,17511834_gab,1.0
125,1178658944136429571_twitter,1.0
126,24473478_gab,1.0
127,22968073_gab,0.6
