,Id,Similarity
0,12861638_gab,0.36
1,21726323_gab,0.2222222222222222
2,14835583_gab,0.07142857142857142
3,27251442_gab,0.125
4,11133060_gab,0.125
5,25665650_gab,0.2
6,25516280_gab,0.09090909090909091
7,3168947_gab,0.4166666666666667
8,15553301_gab,0.125
9,27872681_gab,0.3333333333333333
10,11684884_gab,0.2
11,14445063_gab,0.07692307692307693
12,1178771153156018176_twitter,0.2857142857142857
13,25847294_gab,0.3333333333333333
14,17821245_gab,0.09090909090909091
15,6453946_gab,0.3870967741935484
16,11474597_gab,0.125
17,1178941622815526912_twitter,0.1111111111111111
18,11272788_gab,0.18181818181818182
19,18392941_gab,0.15384615384615385
20,8968572_gab,0.09090909090909091
21,17973079_gab,1.0
22,5863837_gab,0.0
23,8210379_gab,0.0
24,21209515_gab,0.25
25,1178749717003558912_twitter,0.0
26,17397697_gab,0.3076923076923077
27,9827968_gab,0.15384615384615385
28,11580960_gab,0.18181818181818182
29,5806927_gab,0.16666666666666666
30,1253446187509784576_twitter,0.0
31,6893433_gab,0.06666666666666667
32,25355082_gab,0.1
33,14877373_gab,0.11764705882352941
34,22545451_gab,0.16666666666666666
35,27162115_gab,0.25
36,17965117_gab,0.2
37,22669058_gab,0.0
38,25551077_gab,0.18181818181818182
39,16752837_gab,0.08333333333333333
40,15968656_gab,0.08333333333333333
41,20872466_gab,0.0
42,1178783419188174848_twitter,0.0
43,11657882_gab,0.0
44,23964065_gab,0.5
45,19137586_gab,0.2222222222222222
46,16056333_gab,0.09090909090909091
47,22971068_gab,0.0
48,14046032_gab,0.125
49,17964759_gab,0.2
50,9814962_gab,0.3333333333333333
51,25030808_gab,0.47058823529411764
52,17524279_gab,0.1
53,22341093_gab,0.2857142857142857
54,11800714_gab,0.2
55,2892220_gab,0.07142857142857142
56,1178773239566405633_twitter,0.0
57,1178981359991349248_twitter,0.16666666666666666
58,10060746_gab,0.09090909090909091
59,2372101_gab,0.14285714285714285
60,19090207_gab,0.2727272727272727
61,1178311052062277634_twitter,0.08333333333333333
62,14269466_gab,0.38461538461538464
63,17825834_gab,0.25
64,19513796_gab,0.08333333333333333
65,13338889_gab,0.25
66,18211625_gab,0.07692307692307693
67,22771907_gab,1.0
68,18538260_gab,0.07142857142857142
69,20151499_gab,0.07692307692307693
70,13500230_gab,0.3076923076923077
71,23956986_gab,0.25
72,1179043779354882049_twitter,0.16666666666666666
73,19406744_gab,0.0
74,23383427_gab,0.16666666666666666
75,21603448_gab,0.2857142857142857
76,26107989_gab,0.09090909090909091
77,16350214_gab,0.07692307692307693
78,18837400_gab,0.07692307692307693
79,18744398_gab,0.2
80,19840172_gab,0.1111111111111111
81,15025367_gab,0.3333333333333333
82,25629260_gab,0.06666666666666667
83,19410887_gab,1.0
84,21838010_gab,0.08333333333333333
85,4120470_gab,0.0
86,16866274_gab,0.2222222222222222
87,5390438_gab,0.23076923076923078
88,20120250_gab,0.07142857142857142
89,17615865_gab,1.0
90,21611117_gab,0.18181818181818182
91,15782348_gab,0.2
92,25267753_gab,0.07692307692307693
93,7981655_gab,0.2222222222222222
94,18230837_gab,0.25
95,25706209_gab,0.07692307692307693
96,21735535_gab,0.07142857142857142
97,17013950_gab,0.2
98,17179582_gab,0.06666666666666667
99,21547300_gab,0.08333333333333333
100,21357074_gab,0.07142857142857142
101,24844856_gab,0.06666666666666667
102,23801279_gab,0.45454545454545453
103,11534429_gab,0.15384615384615385
104,22088852_gab,0.25
105,14035101_gab,0.09090909090909091
106,27944432_gab,0.07142857142857142
107,13797010_gab,0.14285714285714285
108,14987108_gab,0.0
109,12155952_gab,0.35294117647058826
110,22107142_gab,0.08333333333333333
111,24402010_gab,0.25
112,16935519_gab,0.3076923076923077
113,24133934_gab,0.08333333333333333
114,26030631_gab,0.1111111111111111
115,12860828_gab,0.2
116,24867691_gab,0.5555555555555556
117,21342377_gab,0.09090909090909091
118,2958188_gab,0.07692307692307693
119,1179089592819032069_twitter,0.11764705882352941
120,21929907_gab,0.125
121,11756798_gab,0.0
122,16147501_gab,0.07142857142857142
123,17511834_gab,0.09090909090909091
124,1178658944136429571_twitter,0.125
125,22968073_gab,0.42857142857142855
