Id	Word	Ratio
1179088797964763136_twitter	<user>	0.0
1179088797964763136_twitter	i	0.0
1179088797964763136_twitter	am	0.0
1179088797964763136_twitter	bit	0.0
1179088797964763136_twitter	confused	0.0
1179088797964763136_twitter	coz	0.0
1179088797964763136_twitter	chinese	0.0
1179088797964763136_twitter	ppl	0.0
1179088797964763136_twitter	can	0.0
1179088797964763136_twitter	not	0.0
1179088797964763136_twitter	access	0.0
1179088797964763136_twitter	twitter	0.0
1179088797964763136_twitter	thn	0.0
1179088797964763136_twitter	how	0.0
1179088797964763136_twitter	this	0.0
1179088797964763136_twitter	ching	1.0
1179088797964763136_twitter	chong	1.0
1179088797964763136_twitter	using	0.0
1179088797964763136_twitter	it	0.0
1179088797964763136_twitter	i	0.0
1179088797964763136_twitter	think	0.0
1179088797964763136_twitter	he	0.0
1179088797964763136_twitter	pakistani	0.0
1179088797964763136_twitter	🤔	0.0
1179088797964763136_twitter	🤔	0.0
1179088797964763136_twitter	🤔	0.0
1179085312976445440_twitter	this	0.0
1179085312976445440_twitter	bitch	0.6666666666666666
1179085312976445440_twitter	in	0.0
1179085312976445440_twitter	whataburger	0.0
1179085312976445440_twitter	eating	0.0
1179085312976445440_twitter	a	0.0
1179085312976445440_twitter	burger	0.0
1179085312976445440_twitter	with	0.0
1179085312976445440_twitter	no	0.0
1179085312976445440_twitter	top	0.0
1179085312976445440_twitter	bun	0.0
1179085312976445440_twitter	and	0.0
1179085312976445440_twitter	holding	0.0
1179085312976445440_twitter	it	0.0
1179085312976445440_twitter	palm	0.0
1179085312976445440_twitter	up	0.0
1179085312976445440_twitter	i	1.0
1179085312976445440_twitter	hate	1.0
1179085312976445440_twitter	white	1.0
1179085312976445440_twitter	bitches	0.6666666666666666
13851720_gab	laura	0.0
13851720_gab	loomer	0.0
13851720_gab	raped	0.0
13851720_gab	me	0.0
13851720_gab	while	0.0
13851720_gab	screaming	0.0
13851720_gab	at	0.0
13851720_gab	me	0.0
13851720_gab	in	0.0
13851720_gab	her	0.0
13851720_gab	disgusting	0.6666666666666666
13851720_gab	kike	1.0
13851720_gab	language	1.0
13851720_gab	and	0.0
13851720_gab	said	0.0
13851720_gab	we	0.0
13851720_gab	must	0.0
13851720_gab	exterminate	0.6666666666666666
13851720_gab	the	0.6666666666666666
13851720_gab	goyim	0.6666666666666666
13851720_gab	laura	0.0
13851720_gab	loomer	0.0
13851720_gab	loomergate	0.0
24198545_gab	and	0.0
24198545_gab	this	0.0
24198545_gab	is	0.0
24198545_gab	why	0.0
24198545_gab	i	0.0
24198545_gab	end	0.0
24198545_gab	up	0.0
24198545_gab	with	0.0
24198545_gab	nigger	1.0
24198545_gab	trainee	0.3333333333333333
24198545_gab	doctors	0.0
24198545_gab	who	0.3333333333333333
24198545_gab	can	0.3333333333333333
24198545_gab	not	0.3333333333333333
24198545_gab	speak	0.3333333333333333
24198545_gab	properly	0.3333333333333333
24198545_gab	lack	0.3333333333333333
24198545_gab	basic	0.3333333333333333
24198545_gab	knowledge	0.3333333333333333
24198545_gab	of	0.3333333333333333
24198545_gab	biology	0.3333333333333333
24198545_gab	it	0.0
24198545_gab	truly	0.0
24198545_gab	scary	0.0
24198545_gab	if	0.0
24198545_gab	the	0.0
24198545_gab	public	0.0
24198545_gab	only	0.0
24198545_gab	knew	0.0
19679648_gab	guilty	0.0
19679648_gab	until	0.0
19679648_gab	proven	0.0
19679648_gab	innocent	0.0
19679648_gab	unless	0.5
19679648_gab	you	0.5
19679648_gab	are	0.5
19679648_gab	a	0.5
19679648_gab	jew	1.0
19679648_gab	a	0.5
19679648_gab	nigger	1.0
19679648_gab	or	0.5
19679648_gab	a	0.5
19679648_gab	lover	0.5
19679648_gab	of	0.5
19679648_gab	both	0.5
15858421_gab	tired	0.0
15858421_gab	i	0.0
15858421_gab	can	0.0
15858421_gab	not	0.0
15858421_gab	support	0.0
15858421_gab	abortion	0.0
15858421_gab	from	0.0
15858421_gab	a	0.0
15858421_gab	moral	0.0
15858421_gab	standpoint	0.0
15858421_gab	wired	0.0
15858421_gab	i	0.0
15858421_gab	can	0.0
15858421_gab	support	0.0
15858421_gab	it	0.0
15858421_gab	morally	0.0
15858421_gab	easy	0.0
15858421_gab	stop	0.0
15858421_gab	looking	0.0
15858421_gab	at	0.0
15858421_gab	those	0.5
15858421_gab	little	0.5
15858421_gab	niglets	1.0
15858421_gab	as	0.0
15858421_gab	future	0.0
15858421_gab	doctors	0.0
15858421_gab	and	0.0
15858421_gab	see	0.0
15858421_gab	them	0.0
15858421_gab	for	0.0
15858421_gab	what	0.0
15858421_gab	they	0.0
15858421_gab	really	0.0
15858421_gab	are	0.0
15858421_gab	future	1.0
15858421_gab	rapists	1.0
15858421_gab	of	1.0
15858421_gab	white	1.0
15858421_gab	women	1.0
15858421_gab	and	0.5
15858421_gab	future	0.5
15858421_gab	welfare	1.0
15858421_gab	recipient	1.0
15858421_gab	of	0.5
15858421_gab	white	1.0
15858421_gab	tax	1.0
15858421_gab	dollars	1.0
15858421_gab	and	0.5
15858421_gab	future	0.5
15858421_gab	democrat	0.5
15858421_gab	voters	0.5
23844035_gab	<number>	0.0
23844035_gab	<number>	0.0
23844035_gab	<percent>	0.0
23844035_gab	of	0.0
23844035_gab	brits	0.0
23844035_gab	think	0.0
23844035_gab	multiculturalism	0.0
23844035_gab	is	0.0
23844035_gab	a	0.0
23844035_gab	failure	0.0
23844035_gab	i	0.0
23844035_gab	guess	0.0
23844035_gab	the	0.0
23844035_gab	other	0.0
23844035_gab	<percent>	0.0
23844035_gab	are	0.0
23844035_gab	happy	0.0
23844035_gab	with	0.0
23844035_gab	their	0.5
23844035_gab	muzzie	1.0
23844035_gab	master	0.5
23844035_gab	there	0.0
23844035_gab	no	0.0
23844035_gab	great	0.0
23844035_gab	in	0.0
23844035_gab	britain	0.0
23844035_gab	anymore	0.0
23844035_gab	soon	0.0
23844035_gab	big	0.0
23844035_gab	ben	0.0
23844035_gab	will	0.0
23844035_gab	be	0.0
23844035_gab	converted	0.0
23844035_gab	into	0.0
23844035_gab	a	0.0
23844035_gab	minaret	0.0
15544666_gab	lol	0.0
15544666_gab	what	0.0
15544666_gab	a	0.0
15544666_gab	stupid	0.0
15544666_gab	kike	1.0
14104384_gab	why	0.0
14104384_gab	does	0.0
14104384_gab	anyone	0.0
14104384_gab	care	0.0
14104384_gab	what	0.0
14104384_gab	the	0.0
14104384_gab	albino	0.6666666666666666
14104384_gab	nigger	1.0
14104384_gab	has	0.0
14104384_gab	to	0.0
14104384_gab	say	0.0
12533510_gab	this	0.0
12533510_gab	sounds	0.0
12533510_gab	like	0.0
12533510_gab	a	0.0
12533510_gab	kike	1.0
12533510_gab	national	0.0
12533510_gab	socialist	0.0
18853541_gab	a	0.0
18853541_gab	negro	1.0
18853541_gab	moslem	1.0
18853541_gab	doctor	0.6666666666666666
18853541_gab	got	0.0
18853541_gab	struck	0.0
18853541_gab	off	0.0
18853541_gab	for	0.0
18853541_gab	negligence	0.0
18853541_gab	when	0.0
18853541_gab	a	0.0
18853541_gab	white	0.0
18853541_gab	<number>	0.0
18853541_gab	year	0.0
18853541_gab	old	0.0
18853541_gab	kid	0.0
18853541_gab	with	0.0
18853541_gab	down	0.0
18853541_gab	syndrome	0.0
18853541_gab	died	0.0
18853541_gab	the	0.0
18853541_gab	guardians	0.0
18853541_gab	response	0.0
18853541_gab	is	0.0
18853541_gab	to	0.0
18853541_gab	help	0.0
18853541_gab	promote	0.0
18853541_gab	a	0.0
18853541_gab	crowd	0.0
18853541_gab	funding	0.0
18853541_gab	campaign	0.0
18853541_gab	for	0.0
18853541_gab	her	0.0
1179089882095874048_twitter	you	0.0
1179089882095874048_twitter	stupid	0.3333333333333333
1179089882095874048_twitter	motherfucking	0.6666666666666666
1179089882095874048_twitter	dick	0.6666666666666666
1179089882095874048_twitter	just	0.0
1179089882095874048_twitter	why	0.0
1179089882095874048_twitter	dont	0.0
1179089882095874048_twitter	you	0.0
1179089882095874048_twitter	over	0.0
1179089882095874048_twitter	dribble	0.0
1179089882095874048_twitter	your	0.0
1179089882095874048_twitter	ass	0.0
1179089882095874048_twitter	and	0.0
1179089882095874048_twitter	get	0.0
1179089882095874048_twitter	the	0.0
1179089882095874048_twitter	fuck	0.3333333333333333
1179089882095874048_twitter	out	0.0
1179089882095874048_twitter	of	0.0
1179089882095874048_twitter	the	0.0
1179089882095874048_twitter	club	0.0
1179089882095874048_twitter	you	0.0
1179089882095874048_twitter	fucking	0.3333333333333333
1179089882095874048_twitter	faggot	1.0
1179089882095874048_twitter	<user>	0.0
24760322_gab	the	0.0
24760322_gab	flag	0.0
24760322_gab	of	0.0
24760322_gab	the	0.0
24760322_gab	maga	0.0
24760322_gab	fags	0.6666666666666666
24760322_gab	in	0.0
24760322_gab	all	0.0
24760322_gab	it	0.0
24760322_gab	glory	0.0
24760322_gab	it	0.0
24760322_gab	comes	0.0
24760322_gab	with	0.0
24760322_gab	nigger	1.0
24760322_gab	red	0.0
24760322_gab	shoes	0.0
24760322_gab	too	0.0
22421440_gab	if	0.0
22421440_gab	i	0.0
22421440_gab	hear	0.0
22421440_gab	the	0.0
22421440_gab	phrase	0.0
22421440_gab	white	0.0
22421440_gab	privilege	0.0
22421440_gab	one	0.0
